Initial Calf Mucle Volume (cm3),Calf Mucle Volume Loss (cm3)
537.5874125874126, -62.38532110091744
666.9580419580419, -2.7522935779816393
735.13986013986, -62.38532110091744
725.5244755244755, -88.99082568807339
680.06993006993, -112.84403669724772
759.6153846153845, -161.92660550458714
849.6503496503497, -122.01834862385321
949.3006993006992, -123.39449541284405
938.8111888111888, -201.3761467889908
