Treadmill Exercise Time (min/wk),Calf Muscle Volume Loss (cm3)
30.263157894736835, -112.9179331306991
77.63157894736842, -159.42249240121583
85.96491228070175, -200.45592705167172
64.47368421052632, -120.66869300911854
71.49122807017542, -88.75379939209726
197.36842105263156, -124.3161094224924
311.40350877192975, -61.85410334346504
273.2456140350877, -61.85410334346504
